idx,sat_name,cen_name,living_street,motorway,motorway_link,primary,primary_link,residential,secondary,secondary_link,tertiary,trunk,trunk_link,unclassified,oneway,grade,n1,n1_ele,n1_lat,n1_lon,n1_x,n1_y,n2,n2_ele,n2_lat,n2_lon,n2_x,n2_y,perp1_x,perp1_y,perp2_x,perp2_y,name,city_name,city_idx,osmid,lanes
931,satelliteImage3/washington/washington_931_sat.png,centerLineImage3/washington/washington_931_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.015,49767359,53.825,38.857039,-76.987874,631.5486595,54.19754009,7512830075,55.285,38.8566175,-76.9888813,-119.5486595,457.8018619,195.4121502,143.2475612,316.5878498,368.7524388,Douglas Road Southeast,washington,931,142538034,2
932,satelliteImage3/washington/washington_932_sat.png,centerLineImage3/washington/washington_932_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.039,49746916,53.902,38.875939,-76.94866,280.9794105,308.6790375,49746918,53.372,38.876049,-76.948727,231.0205895,203.3209218,140.3437967,310.8419789,371.6562033,201.1580211,Fort Davis Drive Southeast,washington,932,126795686,2
933,satelliteImage3/washington/washington_933_sat.png,centerLineImage3/washington/washington_933_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.027,49785108,19.289,38.93878,-77.05161,267.5576377,220.5300128,49785106,19.056,38.938706,-77.051641,244.4423623,291.4699688,134.2978261,216.3442203,377.7021739,295.6557797,Beach Drive Northwest,washington,933,83008207,2
934,satelliteImage3/washington/washington_934_sat.png,centerLineImage3/washington/washington_934_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.024,49843794,47.095,38.9235256,-77.0517036,378.324546,246.7989535,49843795,46.416,38.9235064,-77.0520317,133.675454,265.2010452,246.3991775,128.3605695,265.6008225,383.6394305,Calvert Street Northwest,washington,934,50524881,6
935,satelliteImage3/washington/washington_935_sat.png,centerLineImage3/washington/washington_935_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.006,49811545,49.53,38.941711,-77.054536,258.4233757,247.1800693,7509321640,49.517,38.9416926,-77.0545425,253.5766244,264.8199296,132.574181,222.0873591,379.425819,289.9126409,Linnean Avenue Northwest,washington,935,6058238,2
936,satelliteImage3/washington/washington_936_sat.png,centerLineImage3/washington/washington_936_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.057,8506767841,73.519,38.947893,-77.0633578,461.9123644,256,3793155056,70.777,38.947893,-77.0639101,50.08763562,256,256,128,256,384,Albemarle Street Northwest,washington,936,112433938,2
937,satelliteImage3/washington/washington_937_sat.png,centerLineImage3/washington/washington_937_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.097,49751826,33.593,38.888603,-76.939499,285.1177904,221.8962396,7059742301,34.605,38.8885318,-76.9395771,226.8822096,290.1037434,158.6545541,172.8864381,353.3454459,339.1135619,Texas Avenue Southeast,washington,937,203010871,2
938,satelliteImage3/washington/washington_938_sat.png,centerLineImage3/washington/washington_938_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.01,5445164608,45.686,38.9263867,-77.025866,254.5086919,243.6835195,49754618,45.714,38.926361,-77.025862,257.4913081,268.3164782,128.9281068,271.3861616,383.0718932,240.6138384,Sherman Avenue Northwest,washington,938,468446521,2
939,satelliteImage3/washington/washington_939_sat.png,centerLineImage3/washington/washington_939_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.026,49868166,23.179,38.944975,-77.050641,267.1848107,267.5047888,49868168,23.083,38.944999,-77.050671,244.8151893,244.4952092,164.2230491,345.2243872,347.7769509,166.7756128,Broad Branch Road Northwest,washington,939,425410481,2
940,satelliteImage3/washington/washington_940_sat.png,centerLineImage3/washington/washington_940_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.04,49850213,36.597,38.933115,-77.11226,278.7424483,293.3843174,49850215,37.002,38.933193,-77.112321,233.2575517,218.615662,146.6454013,322.5249709,365.3545987,189.4750291,Potomac Avenue Northwest,washington,940,116786022,2
941,satelliteImage3/washington/washington_941_sat.png,centerLineImage3/washington/washington_941_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.009,1469324430,59.472,38.8769098,-76.9311871,259.3181605,335.1154324,49798901,59.304,38.877075,-76.931196,252.6818395,176.8844757,128.1124293,261.3636974,383.8875707,250.6363026,Benning Road Southeast,washington,941,203010878,4
942,satelliteImage3/washington/washington_942_sat.png,centerLineImage3/washington/washington_942_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.007,49849233,50.062,38.935562,-76.991186,263.0837134,214.7799952,49849230,50.126,38.935476,-76.991205,248.9162866,297.2199798,129.849245,234.320816,382.150755,277.679184,12th Street Northeast,washington,942,77449647,2
943,satelliteImage3/washington/washington_943_sat.png,centerLineImage3/washington/washington_943_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.021,49859907,29.93,38.938232,-77.049461,291.5676979,277.0421764,2951689120,30.127,38.9382759,-77.0495564,220.4323021,234.9578171,190.825485,366.1647975,321.174515,145.8352025,Park Road Northwest,washington,943,24963150,2
944,satelliteImage3/washington/washington_944_sat.png,centerLineImage3/washington/washington_944_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.012,5445301559,70.721,38.9483237,-77.0644544,255.5898903,135.7214552,8894850066,70.392,38.9480728,-77.0644533,256.4101097,376.2783319,128.000744,256.4364352,383.999256,255.5635648,32nd Street Northwest,washington,944,6062417,2
945,satelliteImage3/washington/washington_945_sat.png,centerLineImage3/washington/washington_945_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.04,49811406,86.371,38.954714,-77.063549,254.5086919,276.6155804,49811408,86.18,38.954757,-77.063545,257.4913081,235.3844134,128.3335977,246.7647563,383.6664023,265.2352437,Linnean Avenue Northwest,washington,945,112343450,2
946,satelliteImage3/washington/washington_946_sat.png,centerLineImage3/washington/washington_946_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.007,49864033,1.426,38.870191,-76.989903,374.186166,131.4961427,49864034,1.686,38.869931,-76.99022,137.813834,380.5036296,163.1656801,167.8762855,348.8343199,344.1237145,Anacostia Drive Southeast,washington,946,633517701,2
947,satelliteImage3/washington/washington_947_sat.png,centerLineImage3/washington/washington_947_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.008,49852660,5.117,38.894164,-76.974942,239.968438,287.6155268,49852662,5.054,38.89423,-76.974899,272.031562,224.3844585,141.8383883,198.1110855,370.1616117,313.8889145,Oklahoma Avenue Northeast,washington,947,6061381,2
948,satelliteImage3/washington/washington_948_sat.png,centerLineImage3/washington/washington_948_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.047,49837758,66.777,38.959048,-77.039469,265.3206756,242.0956222,49837757,66.961,38.959019,-77.039494,246.6793244,269.9043749,149.6782182,184.7281351,362.3217818,327.2718649,Morrow Drive Northwest,washington,948,6060545,2
949,satelliteImage3/washington/washington_949_sat.png,centerLineImage3/washington/washington_949_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.017,49850192,34.347,38.93147,-77.111562,309.1278507,440.5210765,8545086353,35.117,38.931855,-77.1117045,202.8721493,71.47842275,132.9969404,291.4153544,379.0030596,220.5846456,Potomac Avenue Northwest,washington,949,845384969,2
950,satelliteImage3/washington/washington_950_sat.png,centerLineImage3/washington/washington_950_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.034,5436683950,15.968,38.8602537,-76.9945863,260.0638146,248.4350473,1460668323,16.035,38.8602379,-76.9945972,251.9361855,263.5649518,143.2398898,195.4264286,368.7601102,316.5735714,Martin Luther King Junior Avenue Southeast,washington,950,590598923,4
951,satelliteImage3/washington/washington_951_sat.png,centerLineImage3/washington/washington_951_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.009,49761552,116.708,38.9331677,-77.091177,296.2653184,241.1421249,49761550,116.617,38.9331367,-77.091285,215.7346816,270.8578718,211.6885818,135.9146211,300.3114182,376.0853789,Nebraska Avenue Northwest,washington,951,397295635,4
952,satelliteImage3/washington/washington_952_sat.png,centerLineImage3/washington/washington_952_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.045,644600200,46.366,38.9337015,-76.9949204,178.0045869,316.0071285,644600201,47.383,38.9338267,-76.9947112,333.9954131,195.9928185,177.9482927,154.5508453,334.0517073,357.4491547,Michigan Avenue Northeast,washington,952,130764294,4
953,satelliteImage3/washington/washington_953_sat.png,centerLineImage3/washington/washington_953_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.047,49867946,31.54,38.942624,-77.046894,283.5891996,263.6696046,49867945,31.229,38.94264,-77.046968,228.4108004,248.3303945,221.7169425,379.3234445,290.2830575,132.6765555,Blagden Avenue Northwest,washington,953,6062065,2
954,satelliteImage3/washington/washington_954_sat.png,centerLineImage3/washington/washington_954_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.043,49760548,75.335,38.857691,-76.967774,293.6555292,342.6587366,49760544,76.281,38.857872,-76.967875,218.3444708,169.3411531,138.6040355,307.011641,373.3959645,204.988359,Naylor Road Southeast,washington,954,345713235,2
955,satelliteImage3/washington/washington_955_sat.png,centerLineImage3/washington/washington_955_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.068,49832981,52.096,38.855005,-76.986434,247.0521515,240.6797085,49832984,52.375,38.854973,-76.98641,264.9478485,271.3202881,145.470897,320.5547627,366.529103,191.4452373,Stanton Road Southeast,washington,955,590598886,2
956,satelliteImage3/washington/washington_956_sat.png,centerLineImage3/washington/washington_956_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.006,49825293,49.351,38.925954,-77.020119,272.031562,293.3805435,49825294,49.299,38.926032,-77.020162,239.968438,218.619436,138.3623438,306.4517773,373.6376562,205.5482227,5th Street Northwest,washington,956,6059154,2
957,satelliteImage3/washington/washington_957_sat.png,centerLineImage3/washington/washington_957_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.015,5054301686,21.753,38.9051896,-77.0345709,256.7829368,15.73307505,2731044942,20.944,38.9046881,-77.034573,255.2170633,496.2660763,128.0006796,255.5828991,383.9993204,256.4171009,15th Street Northwest,washington,957,468433799,6
958,satelliteImage3/washington/washington_958_sat.png,centerLineImage3/washington/washington_958_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.065,49815311,103.883,38.929082,-77.077826,233.6303787,250.7281541,49815310,104.232,38.929071,-77.077766,278.3696213,261.2718455,226.6386094,380.5869525,285.3613906,131.4130475,Cathedral Avenue Northwest,washington,958,590581596,2
959,satelliteImage3/washington/washington_959_sat.png,centerLineImage3/washington/washington_959_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.093,7961688006,54.208,38.8565938,-76.9863116,307.5619772,217.1238986,1460627552,52.815,38.8565126,-76.9864499,204.4380228,294.8760793,178.940683,153.7950018,333.059317,358.2049982,Pomeroy Road Southeast,washington,959,6051305,2
960,satelliteImage3/washington/washington_960_sat.png,centerLineImage3/washington/washington_960_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.018,1443482345,44.219,38.9108916,-76.9927298,221.9981756,300.6075661,2167452347,44.457,38.9109847,-76.9926386,290.0018244,211.3924047,154.2013499,178.4046726,357.7986501,333.5953274,Brentwood Parkway Northeast,washington,960,6057466,4
961,satelliteImage3/washington/washington_961_sat.png,centerLineImage3/washington/washington_961_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.08,49815351,85.332,38.930132,-77.080181,221.6999139,240.1842294,49815347,86.03,38.930099,-77.080089,290.300086,271.8157669,202.4025751,372.2381867,309.5974249,139.7618133,Cathedral Avenue Northwest,washington,961,321485161,2
962,satelliteImage3/washington/washington_962_sat.png,centerLineImage3/washington/washington_962_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.022,49723425,61.091,38.964352,-77.037712,288.4359509,202.7758265,49815213,60.769,38.964241,-77.037799,223.5640491,309.2241318,146.697844,189.3888997,365.302156,322.6111003,Joyce Road Northwest,washington,962,640522968,2
963,satelliteImage3/washington/washington_963_sat.png,centerLineImage3/washington/washington_963_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.061,49850487,87.181,38.980038,-77.04978,264.2021945,243.5303113,49850490,87.393,38.980012,-77.049802,247.7978055,268.4696864,149.0605209,185.6583493,362.9394791,326.3416507,Wise Road Northwest,washington,963,50531707,2
964,satelliteImage3/washington/washington_964_sat.png,centerLineImage3/washington/washington_964_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.009,49820534,46.815,38.9188792,-77.0487451,269.9810133,267.3088807,49820537,46.779,38.9189028,-77.0487826,242.0189867,244.6911174,175.5016848,355.5189492,336.4983152,156.4810508,Connecticut Avenue Northwest,washington,964,321452335,4
965,satelliteImage3/washington/washington_965_sat.png,centerLineImage3/washington/washington_965_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.042,6798336889,71.035,38.9590574,-77.067019,280.2337564,273.5482901,49802024,71.329,38.959094,-77.067084,231.7662435,238.4517054,180.9275577,359.6731807,331.0724423,152.3268193,Nevada Avenue Northwest,washington,965,130908153,2
966,satelliteImage3/washington/washington_966_sat.png,centerLineImage3/washington/washington_966_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.052,4695821252,88.389,38.962664,-77.0529199,258.2742448,276.6178935,49731231,88.138,38.962707,-77.052926,253.7257552,235.3821003,128.7716575,270.0338467,383.2283425,241.9661533,Oregon Avenue Northwest,washington,966,922140618,2
967,satelliteImage3/washington/washington_967_sat.png,centerLineImage3/washington/washington_967_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.012,9124277536,4.276,38.8913787,-77.0545479,219.8730616,200.1960293,9124277537,4.458,38.8912622,-77.054451,292.1269385,311.803925,148.551271,325.5612725,363.448729,186.4387275,Parkway Drive Northwest,washington,967,26629746,2
968,satelliteImage3/washington/washington_968_sat.png,centerLineImage3/washington/washington_968_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.06,1516204860,65.45,38.9155566,-77.0856968,262.1143631,279.7187897,1516204865,65.109,38.9156061,-77.0857132,249.8856368,232.281202,132.0521419,287.9519712,379.9478581,224.0480288,Foxview Circle Northwest,washington,968,138290409,2
969,satelliteImage3/washington/washington_969_sat.png,centerLineImage3/washington/washington_969_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.003,49790373,2.985,38.874157,-77.014436,257.4913081,337.4110338,49790372,2.923,38.874327,-77.01444,254.5086919,174.5888688,128.0214703,258.344342,383.9785297,253.655658,Delaware Avenue Southwest,washington,969,339573376,2
970,satelliteImage3/washington/washington_970_sat.png,centerLineImage3/washington/washington_970_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.018,5453734974,22.081,38.8886791,-76.9799549,364.6417943,255.9521014,49857736,22.529,38.888679,-76.9802463,147.3582057,256.0478986,255.9435667,128.0000124,256.0564333,383.9999876,A Street Southeast,washington,970,6061634,2
971,satelliteImage3/washington/washington_971_sat.png,centerLineImage3/washington/washington_971_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.028,49858017,21.029,38.9072821,-77.0007836,195.3783262,223.8995352,7554681969,21.469,38.9072151,-77.000621,316.6216738,288.1004497,196.100709,369.1197371,315.899291,142.8802629,Florida Avenue Northeast,washington,971,436080556,6
972,satelliteImage3/washington/washington_972_sat.png,centerLineImage3/washington/washington_972_osm.png,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0.033,49752731,62.445,38.940874,-77.044836,298.1294535,243.5372019,49752734,62.786,38.940848,-77.044949,213.8705465,268.4627958,219.6902745,133.2579785,292.3097255,378.7420215,Upshur Street Northwest,washington,972,130908242,2
973,satelliteImage3/washington/washington_973_sat.png,centerLineImage3/washington/washington_973_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.018,49885155,106.83,38.956471,-77.07399,241.4597462,237.3016898,49885153,106.732,38.956432,-77.073951,270.5402539,274.698305,154.9553895,334.5747204,357.0446105,177.4252796,Reno Road Northwest,washington,973,6062805,2
974,satelliteImage3/washington/washington_974_sat.png,centerLineImage3/washington/washington_974_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.003,49823254,84.714,38.929907,-77.061933,242.5782272,242.5806006,49823251,84.7,38.929879,-77.061897,269.4217728,269.4193968,165.49834,346.5176753,346.50166,165.4823247,Woodley Road Northwest,washington,974,6058942,2
975,satelliteImage3/washington/washington_975_sat.png,centerLineImage3/washington/washington_975_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.098,3876760170,48.262,38.880665,-76.946308,225.0553572,273.7204865,49747024,49.071,38.880702,-76.946225,286.9446429,238.2795089,192.3918612,144.9234288,319.6081388,367.0765712,Fort Davis Drive Southeast,washington,975,126795686,2
976,satelliteImage3/washington/washington_976_sat.png,centerLineImage3/washington/washington_976_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,-0.022,49782856,33.772,38.942666,-77.046238,330.9382315,237.7846816,49782854,33.374,38.942628,-77.046439,181.0617685,274.2153135,225.7672169,131.6216304,286.2327831,380.3783696,Blagden Avenue Northwest,washington,976,6056443,2
977,satelliteImage3/washington/washington_977_sat.png,centerLineImage3/washington/washington_977_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.007,9124277567,8.851,38.8890217,-77.0514864,246.5674763,282.8712513,6896130160,8.805,38.8890778,-77.0514611,265.4325237,229.128738,135.2248377,213.6047153,376.7751623,298.3952847,Lincoln Memorial Circle,washington,977,296901762,5
978,satelliteImage3/washington/washington_978_sat.png,centerLineImage3/washington/washington_978_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.014,8545086353,35.117,38.931855,-77.1117045,270.3538404,305.8448756,49850194,35.281,38.931959,-77.111743,241.6461596,206.1550878,132.9984965,291.4207584,379.0015035,220.5792416,Potomac Avenue Northwest,washington,978,845384969,2
979,satelliteImage3/washington/washington_979_sat.png,centerLineImage3/washington/washington_979_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.013,4805678544,21.979,38.903406,-77.0254689,386.9741329,315.2149775,4805642675,22.409,38.9035296,-77.0258202,125.0258671,196.7849709,203.2685345,372.6335824,308.7314655,139.3664176,Massachusetts Avenue Northwest,washington,979,6057581,5
980,satelliteImage3/washington/washington_980_sat.png,centerLineImage3/washington/washington_980_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.108,49742147,15.494,38.920064,-77.101219,245.9336704,242.5824623,49742145,15.914,38.920036,-77.101192,266.0663296,269.417535,153.6116393,332.8155166,358.3883607,179.1844834,Canal Road Northwest,washington,980,535538534,2
981,satelliteImage3/washington/washington_981_sat.png,centerLineImage3/washington/washington_981_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.015,49830420,4.98,38.9061038,-76.946355,256.5965232,428.5733269,49794765,4.382,38.906464,-76.9463566,255.4034768,83.4262353,128.0007647,256.4424463,383.9992353,255.5575537,40th Street Northeast,washington,981,112267132,2
982,satelliteImage3/washington/washington_982_sat.png,centerLineImage3/washington/washington_982_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.002,49823257,84.685,38.929957,-77.061999,245.1880163,244.976914,49823256,84.692,38.929934,-77.06197,266.8119836,267.0230843,164.6195549,345.6304315,347.3804451,166.3695685,Woodley Road Northwest,washington,982,6058942,2
983,satelliteImage3/washington/washington_983_sat.png,centerLineImage3/washington/washington_983_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0.009,49895822,15.417,38.927314,-77.044003,251.5260757,269.4189115,49895820,15.446,38.927342,-77.043991,260.4739243,242.5810858,134.5711261,215.515082,377.4288739,296.484918,Beach Drive Northwest,washington,983,915360801,2
984,satelliteImage3/washington/washington_984_sat.png,centerLineImage3/washington/washington_984_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.006,49802687,76.892,38.965632,-77.01248,265.3206756,279.9752997,49802691,76.93,38.965682,-77.012505,246.6793244,232.0246918,136.6982697,302.3799218,375.3017303,209.6200782,Blair Road Northwest,washington,984,130788110,3
985,satelliteImage3/washington/washington_985_sat.png,centerLineImage3/washington/washington_985_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.039,49798801,30.789,38.884362,-76.935216,235.1216868,204.2726716,49798802,31.299,38.884254,-76.93516,276.8783133,307.7272891,137.3038355,303.90846,374.6961645,208.09154,Benning Road Southeast,washington,985,130676637,4
986,satelliteImage3/washington/washington_986_sat.png,centerLineImage3/washington/washington_986_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.138,49815250,52.569,38.963325,-77.038961,268.6761187,240.6563123,49815251,53.208,38.963293,-77.038995,243.3238813,271.3436843,157.3197375,174.4757349,354.6802625,337.5242651,Joyce Road Northwest,washington,986,137999541,2
987,satelliteImage3/washington/washington_987_sat.png,centerLineImage3/washington/washington_987_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.019,49815158,46.388,38.960249,-77.042686,240.3412651,254.0821221,49815156,46.32,38.960245,-77.042644,271.6587349,257.9178778,240.4388766,383.0505861,271.5611234,128.9494139,Joyce Road Northwest,washington,987,83424552,2
988,satelliteImage3/washington/washington_988_sat.png,centerLineImage3/washington/washington_988_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.005,5446842612,33.012,38.9161731,-77.0428949,101.4631993,355.5240032,5446842611,32.804,38.9163808,-77.0424804,410.5368007,156.4758511,186.6948569,148.3858878,325.3051431,363.6141122,Florida Avenue Northwest,washington,988,130788149,2
989,satelliteImage3/washington/washington_989_sat.png,centerLineImage3/washington/washington_989_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.007,6775502979,24.232,38.8354911,-76.9966951,211.9691287,291.8492368,49761042,24.321,38.835566,-76.996577,300.0308713,220.1507443,175.1834784,156.7392835,336.8165216,355.2607165,Valley Avenue Southeast,washington,989,6054794,2
990,satelliteImage3/washington/washington_990_sat.png,centerLineImage3/washington/washington_990_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.038,49808420,64.518,38.917921,-77.093615,246.6793244,253.1249,49808424,64.605,38.917915,-77.09359,265.3206756,258.8750999,218.2707105,378.3131257,293.7292895,133.6868743,Berkeley Terrace Northwest,washington,990,6058043,1
991,satelliteImage3/washington/washington_991_sat.png,centerLineImage3/washington/washington_991_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.08,49755902,75.801,38.914528,-77.0867389,199.4421407,209.0902091,49755899,74.435,38.9144301,-77.0865872,312.5578593,302.9097586,174.284612,354.5220552,337.715388,157.4779448,Foxhall Road Northwest,washington,991,793523011,4
992,satelliteImage3/washington/washington_992_sat.png,centerLineImage3/washington/washington_992_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.009,49857720,26.042,38.888673,-76.987183,94.56589937,256.478986,49857722,25.694,38.888674,-76.98675,417.4341006,255.521014,255.6202169,128.0005634,256.3797831,383.9994366,A Street Southeast,washington,992,6061634,2
993,satelliteImage3/washington/washington_993_sat.png,centerLineImage3/washington/washington_993_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.004,49864084,2.172,38.868067,-76.993747,313.0425344,249.7749877,49864086,2.225,38.868054,-76.9939,198.9574656,262.2250117,242.1138908,128.7554482,269.8861092,383.2445518,Anacostia Drive Southeast,washington,993,50716096,2
994,satelliteImage3/washington/washington_994_sat.png,centerLineImage3/washington/washington_994_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.05,49813656,90.493,38.963979,-77.029858,297.7566265,335.5961704,49813657,91.541,38.964145,-77.02997,214.2433735,176.4037363,142.650678,315.4636966,369.349322,196.5363034,13th Street Northwest,washington,994,640522971,4
995,satelliteImage3/washington/washington_995_sat.png,centerLineImage3/washington/washington_995_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.078,4580462354,45.019,38.9423119,-77.0335596,236.3892986,285.2881785,49882431,44.383,38.942373,-77.033507,275.6107014,226.7118089,149.6406539,184.7842047,362.3593461,327.2157953,Arkansas Avenue Northwest,washington,995,6062676,4
996,satelliteImage3/washington/washington_996_sat.png,centerLineImage3/washington/washington_996_osm.png,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,-0.001,49785057,20.446,38.93767,-77.048882,216.4803356,253.6034162,49785056,20.436,38.937665,-77.048776,295.5196643,258.3965838,248.2519532,383.7652839,263.7480468,128.2347161,Beach Drive Northwest,washington,996,83008207,2
997,satelliteImage3/washington/washington_997_sat.png,centerLineImage3/washington/washington_997_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,-0.14,1440554165,21.925,38.9191227,-76.9784746,252.7936876,242.7263977,49825749,21.48,38.919095,-76.978466,259.2063124,269.2735997,131.5784815,286.0547122,380.4215185,225.9452878,Montana Avenue Northeast,washington,997,130889716,4
998,satelliteImage3/washington/washington_998_sat.png,centerLineImage3/washington/washington_998_osm.png,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0.079,49760562,60.812,38.85549,-76.966237,288.1376893,306.6530838,6491700889,61.917,38.8555958,-76.9663232,223.8623107,205.3468786,147.9185476,324.574045,364.0814524,187.425955,Naylor Road Southeast,washington,998,345713235,2
999,satelliteImage3/washington/washington_999_sat.png,centerLineImage3/washington/washington_999_osm.png,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,-0.018,49752688,64.63,38.941849,-77.042408,292.9098752,248.33048,49752689,64.475,38.941833,-77.042507,219.0901248,263.6695191,229.9590649,130.6769387,282.0409351,381.3230613,Upshur Street Northwest,washington,999,130908242,2
1000,satelliteImage3/baltimore/baltimore_0_sat.png,centerLineImage3/baltimore/baltimore_0_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,0.006,8643085947,37.437,39.3113414,-76.5739702,257.0811984,326.0151956,8643085949,37.536,39.3114867,-76.5739731,254.9188016,185.9847317,128.0152591,257.9763827,383.9847409,254.0236173,North Ellwood Avenue,baltimore,0,220009852,2
1001,satelliteImage3/baltimore/baltimore_1_sat.png,centerLineImage3/baltimore/baltimore_1_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.023,5741390391,58.6,39.315331,-76.6314262,259.9519664,472.0332825,5741390392,57.444,39.3157793,-76.6314368,252.0480336,39.96602535,128.0214119,258.3411498,383.9785881,253.6588502,Callow Avenue,baltimore,1,239754707,2
1002,satelliteImage3/baltimore/baltimore_2_sat.png,centerLineImage3/baltimore/baltimore_2_osm.png,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,0.004,49463440,5.148,39.3027566,-76.5383732,302.193268,330.2946953,49463442,5.229,39.3029108,-76.5384971,209.8067319,181.7052229,147.2980742,323.5861771,364.7019258,188.4138229,North Point Road,baltimore,2,192818833,2
1003,satelliteImage3/baltimore/baltimore_3_sat.png,centerLineImage3/baltimore/baltimore_3_osm.png,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,-0.092,1333004797,50.24,39.3315257,-76.6461188,236.2401678,261.4466598,1497881905,49.804,39.331537,-76.6460658,275.7598322,250.5533398,221.9862066,132.6020184,290.0137934,379.3979816,Clipper Park Road,baltimore,3,132521350,2
